# submitted_item	validated_id	current_symbol
FBgn0040475	FBgn0040475	SH3PX1
FBgn0040491	FBgn0040491	Buffy
FBgn0040493	FBgn0040493	grsm
FBgn0040502	FBgn0040502	CG8343
FBgn0040505	FBgn0040505	Alk
FBgn0040512	FBgn0040512	zetaCOP
FBgn0040524	FBgn0040524	CG11052
FBgn0040529	FBgn0040529	COX7A
FBgn0040532	FBgn0040532	CG8369
FBgn0040534	FBgn0040534	Sf3b5
FBgn0040551	FBgn0040551	CG11686
FBgn0040571	FBgn0040571	CG17193
FBgn0040575	FBgn0040575	CG15922
FBgn0040582	FBgn0040582	BomBc3
FBgn0040588	FBgn0040588	CG13841
FBgn0040600	FBgn0040600	CG13631
FBgn0040606	FBgn0040606	CG6503
FBgn0040609	FBgn0040609	CG3348
FBgn0040629	FBgn0040629	CAH5
FBgn0040636	FBgn0040636	CG13255
FBgn0040637	FBgn0040637	CG11458
FBgn0040650	FBgn0040650	CG15456
FBgn0040653	FBgn0040653	Dso1
FBgn0040660	FBgn0040660	CG13551
FBgn0040666	FBgn0040666	CG12848
FBgn0040696	FBgn0040696	CG18675
FBgn0040726	FBgn0040726	dpr1
FBgn0040732	FBgn0040732	CG16926
FBgn0040733	FBgn0040733	BomS6
FBgn0040734	FBgn0040734	BomS5
FBgn0040735	FBgn0040735	BomT2
FBgn0040736	FBgn0040736	BomS3
FBgn0040752	FBgn0040752	Prosap
FBgn0040754	FBgn0040754	CG17059
FBgn0040765	FBgn0040765	luna
FBgn0040773	FBgn0040773	COX7C
FBgn0040775	FBgn0040775	CG12158
FBgn0040777	FBgn0040777	CG14767
FBgn0040778	FBgn0040778	CG17977
FBgn0040780	FBgn0040780	Atg10
FBgn0040793	FBgn0040793	CG7630
FBgn0040805	FBgn0040805	CG12355
FBgn0040813	FBgn0287423	Nplp2
FBgn0040817	FBgn0040817	CG14132
FBgn0040823	FBgn0040823	dpr6
FBgn0040827	FBgn0040827	CG13315
FBgn0040832	FBgn0040832	CG8012
FBgn0040837	FBgn0040837	CG8620
FBgn0040843	FBgn0040843	CG15213
FBgn0040850	FBgn0040850	CG15210
FBgn0040877	FBgn0040877	CG12994
FBgn0040890	FBgn0040890	ksh
FBgn0040899	FBgn0040899	CG17776
FBgn0040907	FBgn0040907	mRpL33
FBgn0040918	FBgn0040918	schlank
FBgn0040923	FBgn0040923	CG11368
FBgn0040931	FBgn0040931	CG9034
FBgn0040964	FBgn0040964	CG18661
FBgn0040972	FBgn0040972	CG16978
FBgn0040985	FBgn0040985	CG6115
FBgn0041087	FBgn0041087	wun2
FBgn0041092	FBgn0041092	tai
FBgn0041094	FBgn0041094	scyl
FBgn0041096	FBgn0041096	rols
FBgn0041097	FBgn0041097	robo3
FBgn0041111	FBgn0041111	lilli
FBgn0041150	FBgn0041150	hoe1
FBgn0041160	FBgn0041160	comm2
FBgn0041171	FBgn0041171	ago
FBgn0041180	FBgn0041180	Tep4
FBgn0041181	FBgn0041181	Tep3
FBgn0041182	FBgn0041182	Tep2
FBgn0041184	FBgn0041184	Socs36E
FBgn0041186	FBgn0041186	Slbp
FBgn0041188	FBgn0041188	Atx2
FBgn0041191	FBgn0041191	Rheb
FBgn0041194	FBgn0041194	Prat2
FBgn0041205	FBgn0041205	key
FBgn0041210	FBgn0041210	HDAC4
FBgn0041342	FBgn0041342	Pcyt1
FBgn0041579	FBgn0041579	AttC
FBgn0041581	FBgn0041581	AttB
FBgn0041582	FBgn0041582	tamo
FBgn0041585	FBgn0041585	Orai
FBgn0041588	FBgn0041588	eIF2D
FBgn0041604	FBgn0041604	dlp
FBgn0041605	FBgn0041605	cpx
FBgn0041629	FBgn0041629	Hexo2
FBgn0041630	FBgn0041630	Hexo1
FBgn0041702	FBgn0041702	CG15107
FBgn0041706	FBgn0041706	CG3253
FBgn0041707	FBgn0041707	7B2
FBgn0041711	FBgn0041711	yellow-e
FBgn0041712	FBgn0041712	yellow-d
FBgn0041723	FBgn0041723	rho-5
FBgn0041775	FBgn0041775	tral
FBgn0041781	FBgn0041781	SCAR
FBgn0041789	FBgn0041789	Pax
FBgn0042085	FBgn0042085	Bap170
FBgn0042111	FBgn0042111	CG18766
FBgn0042112	FBgn0042112	mRpL36
FBgn0042119	FBgn0042119	Cpr65Au
FBgn0042129	FBgn0042129	OS9
FBgn0042134	FBgn0042134	Capr
FBgn0042135	FBgn0042135	Gdap2
FBgn0042138	FBgn0042138	Apt1
FBgn0042178	FBgn0042178	Apl
FBgn0042180	FBgn0042180	CG18870
FBgn0042185	FBgn0042185	MCU
FBgn0042201	FBgn0042201	Nplp3
FBgn0042213	FBgn0042213	CG18731
FBgn0042630	FBgn0042630	Sox21b
FBgn0042693	FBgn0042693	wrd
FBgn0042696	FBgn0042696	NfI
FBgn0042712	FBgn0042712	HBS1
FBgn0043002	FBgn0043002	Chrac-14
FBgn0043005	FBgn0043005	prt
FBgn0043010	FBgn0043010	Fsn
FBgn0043012	FBgn0043012	AP-2sigma
FBgn0043070	FBgn0043070	MESK2
FBgn0043362	FBgn0043362	bchs
FBgn0043364	FBgn0043364	cbt
FBgn0043455	FBgn0043455	CG5986
FBgn0043456	FBgn0043456	Ndf
FBgn0043457	FBgn0043457	CG5180
FBgn0043458	FBgn0043458	CG12084
FBgn0043534	FBgn0043534	Obp57b
FBgn0043535	FBgn0043535	Obp57a
FBgn0043578	FBgn0043578	PGRP-SB1
FBgn0043783	FBgn0043783	CG32444
FBgn0043791	FBgn0043791	phu
FBgn0043792	FBgn0043792	CG30427
FBgn0043796	FBgn0043796	CG12219
FBgn0043806	FBgn0043806	CG32032
FBgn0043841	FBgn0043841	vir-1
FBgn0043884	FBgn0043884	mask
FBgn0043900	FBgn0043900	pygo
FBgn0043903	FBgn0043903	dome
FBgn0044020	FBgn0044020	Roc2
FBgn0044028	FBgn0044028	Notum
FBgn0044030	FBgn0044030	mRpS14
FBgn0044048	FBgn0044048	Ilp5
FBgn0044050	FBgn0044050	Ilp3
FBgn0044323	FBgn0044323	Cka
FBgn0044324	FBgn0044324	Chro
FBgn0044328	FBgn0044328	CG32052
FBgn0044452	FBgn0044452	Atg2
FBgn0044510	FBgn0287187	mRpS5
FBgn0044812	FBgn0044812	TotC
FBgn0044823	FBgn0044823	Spec2
FBgn0044826	FBgn0044826	Pak3
FBgn0044871	FBgn0044871	Gos28
FBgn0045035	FBgn0045035	tefu
FBgn0045038	FBgn0045038	Proc
FBgn0045064	FBgn0045064	bwa
FBgn0045073	FBgn0045073	Stim
FBgn0045761	FBgn0045761	CHKov1
FBgn0045800	FBgn0045800	Uhg1
FBgn0045823	FBgn0045823	vsg
FBgn0045842	FBgn0045842	yuri
FBgn0045862	FBgn0045862	btz
FBgn0045866	FBgn0045866	bai
FBgn0046114	FBgn0046114	Gclm
FBgn0046214	FBgn0046214	vig2
FBgn0046222	FBgn0046222	Wdr33
FBgn0046225	FBgn0046225	CG17230
FBgn0046247	FBgn0046247	CG5938
FBgn0046301	FBgn0046301	CG7148
FBgn0046687	FBgn0046687	Tre1
FBgn0046692	FBgn0046692	Stlk
FBgn0046704	FBgn0046704	Liprin-alpha
FBgn0046706	FBgn0046706	Haspin
FBgn0046763	FBgn0046763	CG17278
FBgn0046875	FBgn0046875	Obp83g
FBgn0046999	FBgn0046999	CG6429
FBgn0047038	FBgn0047038	ND-13B
FBgn0047135	FBgn0047135	CG32276
FBgn0047178	FBgn0047178	CG32147
FBgn0050000	FBgn0050000	GstT1
FBgn0050010	FBgn0050010	CG30010
FBgn0050015	FBgn0050015	CG30015
FBgn0050020	FBgn0050020	CG30020
FBgn0050021	FBgn0050021	metro
FBgn0050022	FBgn0050022	CG30022
FBgn0050026	FBgn0050026	CG30026
FBgn0050033	FBgn0050033	CG30033
FBgn0050035	FBgn0050035	Tret1-1
FBgn0050051	FBgn0050051	Tmem18
FBgn0050052	FBgn0050052	Obp49a
FBgn0050055	FBgn0050055	lncRNA:CR30055
FBgn0050069	FBgn0050069	CG30069
FBgn0050077	FBgn0050077	Blos1
FBgn0050089	FBgn0050089	CG30089
FBgn0050094	FBgn0050094	CG30094
FBgn0050101	FBgn0050101	Vajk4
FBgn0050104	FBgn0050104	NT5E-2
FBgn0050109	FBgn0050109	CG30109
FBgn0050115	FBgn0050115	GEFmeso
FBgn0050122	FBgn0050122	CG30122
FBgn0050147	FBgn0050147	Hil
FBgn0050151	FBgn0050151	CG30151
FBgn0050154	FBgn0050154	CG30154
FBgn0050158	FBgn0050158	CG30158
FBgn0050163	FBgn0050163	Cpr60D
FBgn0050172	FBgn0050172	CG30172
FBgn0050185	FBgn0050185	AIMP3
FBgn0050197	FBgn0050197	CG30197
FBgn0050203	FBgn0050203	CG30203
FBgn0050285	FBgn0050285	CG30285
FBgn0050291	FBgn0050291	CG30291
FBgn0050295	FBgn0050295	Ipk1
FBgn0050296	FBgn0050296	RIC-3
FBgn0050342	FBgn0050342	Prp38
FBgn0050344	FBgn0050344	CG30344
FBgn0050345	FBgn0050345	CG30345
FBgn0050349	FBgn0050349	CG30349
FBgn0050359	FBgn0050359	Mal-A5
FBgn0050361	FBgn0050361	mtt
FBgn0050372	FBgn0050372	Asap
FBgn0050373	FBgn0050373	CG30373
FBgn0050389	FBgn0050389	CG30389
FBgn0050390	FBgn0050390	Sgf29
FBgn0050392	FBgn0050392	CG30392
FBgn0050394	FBgn0050394	CG30394
FBgn0050404	FBgn0050404	Tango11
FBgn0050410	FBgn0050410	Rpi
FBgn0050418	FBgn0050418	nord
FBgn0050419	FBgn0050419	CG30419
FBgn0050421	FBgn0050421	Usp15-31
FBgn0050423	FBgn0050423	CG30423
FBgn0050438	FBgn0050438	Ugt50B3
FBgn0050443	FBgn0050443	Opbp
FBgn0050456	FBgn0287631	CG46491
FBgn0050456	FBgn0287632	CG46492
FBgn0050460	FBgn0050460	CG30460
FBgn0050463	FBgn0050463	Pgant9
FBgn0050466	FBgn0050466	CG30466
FBgn0050476	FBgn0050476	ave
FBgn0050491	FBgn0050491	CG30491
FBgn0050493	FBgn0050493	Coq9
FBgn0050495	FBgn0050495	CG30495
FBgn0050499	FBgn0050499	Rpe
FBgn0050502	FBgn0050502	fa2h
FBgn0051005	FBgn0051005	qless
FBgn0051030	FBgn0051030	CG31030
FBgn0051036	FBgn0051036	CG31036
FBgn0051038	FBgn0051038	CG31038
FBgn0051040	FBgn0051040	Cog7
FBgn0051051	FBgn0051051	CG31051
FBgn0051064	FBgn0051064	CG31064
FBgn0051072	FBgn0051072	Lerp
FBgn0051075	FBgn0051075	CG31075
FBgn0051092	FBgn0051092	LpR2
FBgn0051098	FBgn0051098	CG31098
FBgn0051100	FBgn0051100	CG31100
FBgn0051102	FBgn0051102	CG31102
FBgn0051103	FBgn0051103	CG31103
FBgn0051108	FBgn0051108	TTLL5
FBgn0051109	FBgn0051109	CG31109
FBgn0051116	FBgn0051116	ClC-a
FBgn0051118	FBgn0051118	RabX4
FBgn0051121	FBgn0051121	CG31121
FBgn0051122	FBgn0051122	CG31122
FBgn0051126	FBgn0051126	CG31126
FBgn0051140	FBgn0051140	CG31140
FBgn0051145	FBgn0051145	CG31145
FBgn0051151	FBgn0051151	wge
FBgn0051158	FBgn0051158	Efa6
FBgn0051163	FBgn0051163	SKIP
FBgn0051176	FBgn0051176	CG31176
FBgn0051183	FBgn0051183	CG31183
FBgn0051189	FBgn0051189	CG31189
FBgn0051191	FBgn0051191	CG31191
FBgn0051195	FBgn0051195	CG31195
FBgn0051199	FBgn0051199	CG31199
FBgn0051200	FBgn0051200	CG31200
FBgn0051201	FBgn0051201	GluRIIE
FBgn0051205	FBgn0051205	CG31205
FBgn0051207	FBgn0051207	CG31207
FBgn0051211	FBgn0051211	CG31211
FBgn0051216	FBgn0051216	Naam
FBgn0051217	FBgn0051217	modSP
FBgn0051221	FBgn0051221	CG31221
FBgn0051224	FBgn0051224	CG31224
FBgn0051248	FBgn0051248	CG31248
FBgn0051249	FBgn0051249	CG31249
FBgn0051300	FBgn0051300	CG31300
FBgn0051301	FBgn0051301	CG31301
FBgn0051313	FBgn0051313	CG31313
FBgn0051321	FBgn0051321	CG31321
FBgn0051324	FBgn0051324	CG31324
FBgn0051326	FBgn0051326	CG31326
FBgn0051342	FBgn0051342	CG31342
FBgn0051344	FBgn0051344	CG31344
FBgn0051345	FBgn0051345	CG31345
FBgn0051352	FBgn0051352	Unc-115a
FBgn0051357	FBgn0051357	CG31357
FBgn0051360	FBgn0051360	CG31360
FBgn0051361	FBgn0051361	dpr17
FBgn0051363	FBgn0051363	Jupiter
FBgn0051388	FBgn0051388	CG31388
FBgn0051390	FBgn0051390	MED7
FBgn0051436	FBgn0051436	CG31436
FBgn0051445	FBgn0051445	CG31445
FBgn0051450	FBgn0051450	mRpS18A
FBgn0051451	FBgn0051451	lncRNA:CR31451
FBgn0051469	FBgn0051469	CG31469
FBgn0051472	FBgn0051472	sgll
FBgn0051475	FBgn0051475	CG31475
FBgn0051481	FBgn0051481	pb
FBgn0051522	FBgn0051522	CG31522
FBgn0051523	FBgn0051523	CG31523
FBgn0051547	FBgn0051547	NKCC
FBgn0051548	FBgn0051548	CG31548
FBgn0051549	FBgn0051549	CG31549
FBgn0051550	FBgn0051550	CG31550
FBgn0051612	FBgn0051612	CG31612
FBgn0051619	FBgn0051619	nolo
FBgn0051635	FBgn0051635	CG31635
FBgn0051636	FBgn0051636	CG31636
FBgn0051637	FBgn0051637	CG31637
FBgn0051638	FBgn0051638	CG31638
FBgn0051646	FBgn0051646	DIP-theta
FBgn0051660	FBgn0051660	smog
FBgn0051663	FBgn0051663	CG31663
FBgn0051665	FBgn0051665	wry
FBgn0051673	FBgn0051673	CG31673
FBgn0051675	FBgn0051675	CG31675
FBgn0051676	FBgn0051676	CG31676
FBgn0051678	FBgn0051678	CG31678
FBgn0051687	FBgn0051687	CG31687
FBgn0051690	FBgn0051690	CG31690
FBgn0051694	FBgn0051694	CG31694
FBgn0051704	FBgn0051704	CG31704
FBgn0051706	FBgn0051706	CG31706
FBgn0051708	FBgn0051708	DIP-zeta
FBgn0051710	FBgn0051710	CG31710
FBgn0051712	FBgn0051712	CG31712
FBgn0051715	FBgn0051715	CG31715
FBgn0051716	FBgn0051716	Cnot4
FBgn0051717	FBgn0051717	CG31717
FBgn0051719	FBgn0051719	RluA-1
FBgn0051721	FBgn0051721	Trim9
FBgn0051729	FBgn0051729	CG31729
FBgn0051739	FBgn0051739	AspRS-m
FBgn0051760	FBgn0051760	CG31760
FBgn0051769	FBgn0051769	CG31769
FBgn0051774	FBgn0051774	fred
FBgn0051777	FBgn0051777	CG31777
FBgn0051778	FBgn0051778	CG31778
FBgn0051781	FBgn0051781	lncRNA:CR31781
FBgn0051800	FBgn0051800	CG31800
FBgn0051814	FBgn0051814	DIP-kappa
FBgn0051852	FBgn0051852	Tap42
FBgn0051855	FBgn0051855	CG31855
FBgn0051864	FBgn0051864	Qtzl
FBgn0051869	FBgn0051869	CG31869
FBgn0051908	FBgn0051908	CG31908
FBgn0051935	FBgn0051935	CG31935
FBgn0051955	FBgn0051955	CG31955
FBgn0051957	FBgn0051957	CG31957
FBgn0051961	FBgn0051961	TBCC
FBgn0051973	FBgn0051973	Cda5
FBgn0051992	FBgn0051992	gw
FBgn0051997	FBgn0051997	CG31997
FBgn0051998	FBgn0051998	CG31998
FBgn0051999	FBgn0051999	CG31999
FBgn0052000	FBgn0052000	anne
FBgn0052016	FBgn0052016	4E-T
FBgn0052017	FBgn0052017	CG32017
FBgn0052022	FBgn0052022	CG32022
FBgn0052039	FBgn0052039	CG32039
FBgn0052056	FBgn0052056	scramb1
FBgn0052057	FBgn0052057	dpr10
FBgn0052062	FBgn0052062	Rbfox1
FBgn0052066	FBgn0052066	CG32066
FBgn0052068	FBgn0052068	Adi1
FBgn0052075	FBgn0052075	CG32075
FBgn0052076	FBgn0052076	Alg10
FBgn0052082	FBgn0052082	IRSp53
FBgn0052085	FBgn0052085	CG32085
FBgn0052091	FBgn0052091	CG32091
FBgn0052095	FBgn0052095	CG32095
FBgn0052103	FBgn0052103	SCaMC
FBgn0052109	FBgn0052109	CG32109
FBgn0052111	FBgn0052111	lncRNA:CR32111
FBgn0052112	FBgn0052112	CG32112
FBgn0052133	FBgn0052133	Ptip
FBgn0052137	FBgn0052137	CG32137
FBgn0052176	FBgn0052176	CG32176
FBgn0052177	FBgn0052177	Ndfip
FBgn0052183	FBgn0052183	Ccn
FBgn0052190	FBgn0052190	NUCB1
FBgn0052196	FBgn0052196	CG32196
FBgn0052202	FBgn0052202	CG32202
FBgn0052204	FBgn0052204	CG32204
FBgn0052206	FBgn0052206	CG32206
FBgn0052220	FBgn0052220	Csas
FBgn0052221	FBgn0052221	CG32221
FBgn0052226	FBgn0052226	Pex23
FBgn0052227	FBgn0052227	gogo
FBgn0052230	FBgn0052230	ND-MLRQ
FBgn0052243	FBgn0052243	CG32243
FBgn0052250	FBgn0052250	PMP34
FBgn0052262	FBgn0052262	CG32262
FBgn0052264	FBgn0052264	CG32264
FBgn0052267	FBgn0052267	CG32267
FBgn0052278	FBgn0052278	CG32278
FBgn0052280	FBgn0052280	CG32280
FBgn0052282	FBgn0052282	Drsl4
FBgn0052296	FBgn0052296	Mrtf
FBgn0052311	FBgn0052311	zormin
FBgn0052333	FBgn0052333	CG32333
FBgn0052343	FBgn0052343	Atac3
FBgn0052350	FBgn0052350	Vps11
FBgn0052354	FBgn0052354	CG32354
FBgn0052368	FBgn0052368	CG32368
FBgn0052369	FBgn0052369	CG32369
FBgn0052373	FBgn0052373	CG32373
FBgn0052380	FBgn0052380	SMSr
FBgn0052406	FBgn0052406	PVRAP
FBgn0052407	FBgn0052407	CG32407
FBgn0052412	FBgn0052412	QC
FBgn0052418	FBgn0052418	vito
FBgn0052423	FBgn0052423	shep
FBgn0052425	FBgn0052425	CG32425
FBgn0052428	FBgn0052428	CG32428
FBgn0052432	FBgn0052432	CG32432
FBgn0052438	FBgn0052438	SMC5
FBgn0052441	FBgn0052441	EMC10
FBgn0052446	FBgn0052446	Atox1
FBgn0052451	FBgn0052451	SPoCk
FBgn0052473	FBgn0052473	CG32473
FBgn0052475	FBgn0052475	mthl8
FBgn0052479	FBgn0052479	Usp10
FBgn0052484	FBgn0052484	Sk2
FBgn0052485	FBgn0052485	CG32485
FBgn0052506	FBgn0052506	tbc
FBgn0052512	FBgn0052512	CG32512
FBgn0052521	FBgn0052521	CG32521
FBgn0052523	FBgn0052523	CG32523
FBgn0052528	FBgn0052528	parvin
FBgn0052529	FBgn0052529	Hers
FBgn0052533	FBgn0052533	CG32533
FBgn0052547	FBgn0052547	CG32547
FBgn0052549	FBgn0052549	CG32549
FBgn0052553	FBgn0052553	lncRNA:CR32553
FBgn0052576	FBgn0052576	CG32576
FBgn0052581	FBgn0052581	CG32581
FBgn0052590	FBgn0052590	CG32590
FBgn0052594	FBgn0052594	be
FBgn0052600	FBgn0052600	dpr8
FBgn0052626	FBgn0052626	AMPdeam
FBgn0052638	FBgn0052638	CG32638
FBgn0052647	FBgn0052647	CG32647
FBgn0052649	FBgn0052649	Coq8
FBgn0052654	FBgn0052654	Sec16
FBgn0052666	FBgn0052666	Drak
FBgn0052672	FBgn0052672	Atg8a
FBgn0052675	FBgn0052675	Tango5
FBgn0052676	FBgn0052676	stx
FBgn0052677	FBgn0052677	X11Lbeta
FBgn0052683	FBgn0052683	CG32683
FBgn0052685	FBgn0052685	ZAP3
FBgn0052687	FBgn0052687	CG32687
FBgn0052694	FBgn0052694	CG32694
FBgn0052695	FBgn0052695	CG32695
FBgn0052698	FBgn0052698	CARPB
FBgn0052699	FBgn0052699	LPCAT
FBgn0052702	FBgn0052702	Cubn
FBgn0052706	FBgn0052706	CG32706
FBgn0052708	FBgn0052708	CG32708
FBgn0052726	FBgn0052726	CG32726
FBgn0052756	FBgn0052756	CG32756
FBgn0052758	FBgn0052758	Snx27
FBgn0052767	FBgn0052767	CG32767
FBgn0052772	FBgn0052772	CG32772
FBgn0052813	FBgn0052813	CG32813
FBgn0052815	FBgn0052815	CG32815
FBgn0052831	FBgn0052831	CG33695
FBgn0052843	FBgn0052843	Dh31-R
FBgn0052850	FBgn0052850	CG32850
FBgn0052856	FBgn0052856	CG32856
FBgn0052944	FBgn0052944	CG32944
FBgn0052982	FBgn0052982	CG32982
FBgn0053002	FBgn0053002	mRpL27
FBgn0053051	FBgn0053051	CG33051
FBgn0053052	FBgn0053052	Gorab
FBgn0053056	FBgn0053056	CG33056
FBgn0053080	FBgn0053080	CG33080
FBgn0053087	FBgn0053087	LRP1
FBgn0053094	FBgn0053094	Synd
FBgn0053100	FBgn0053100	eIF4EHP
FBgn0053107	FBgn0053107	CG33107
FBgn0053110	FBgn0053110	CG33110
FBgn0053111	FBgn0053111	CG33111
FBgn0053113	FBgn0053113	Rtnl1
FBgn0053116	FBgn0053116	CG33116
FBgn0053126	FBgn0053126	NLaz
FBgn0053129	FBgn0053129	CG33129
FBgn0053138	FBgn0053138	AGBE
FBgn0053143	FBgn0053143	CG33143
FBgn0053144	FBgn0053144	CG33144
FBgn0053145	FBgn0053145	GalT1
FBgn0053147	FBgn0053147	Hs3st-A
FBgn0053156	FBgn0053156	CG33156
FBgn0053169	FBgn0053169	CG33169
FBgn0053170	FBgn0053170	CG33170
FBgn0053179	FBgn0053179	beat-IIIb
FBgn0053180	FBgn0053180	Ranbp16
FBgn0053181	FBgn0053181	CG33181
FBgn0053196	FBgn0053196	dpy
FBgn0053198	FBgn0053198	pen-2
FBgn0053199	FBgn0053199	CG33199
FBgn0053200	FBgn0053200	VepD
FBgn0053202	FBgn0053202	dpr11
FBgn0053203	FBgn0053203	CG33203
FBgn0053207	FBgn0053207	pxb
FBgn0053208	FBgn0053208	Mical
FBgn0053229	FBgn0053229	CG33229
FBgn0053303	FBgn0053303	CG33303
FBgn0053329	FBgn0053329	Sp212
FBgn0053481	FBgn0053481	dpr7
FBgn0053493	FBgn0053493	CG33493
FBgn0053494	FBgn0053494	CG33494
FBgn0053506	FBgn0053506	CG33506
FBgn0053512	FBgn0053512	dpr4
FBgn0053516	FBgn0053516	dpr3
FBgn0053517	FBgn0053517	Dop2R
FBgn0053519	FBgn0053519	Unc-89
FBgn0053523	FBgn0053523	CG33523
FBgn0053526	FBgn0053526	PNUTS
FBgn0053531	FBgn0053531	Ddr
FBgn0053543	FBgn0053543	CG33543
FBgn0053547	FBgn0053547	Rim
FBgn0053548	FBgn0053548	SmydA-8
FBgn0053554	FBgn0053554	Nipped-A
FBgn0053556	FBgn0053556	form3
FBgn0053558	FBgn0053558	mim
FBgn0053635	FBgn0053635	CG33635
FBgn0053639	FBgn0053639	CG33639
FBgn0053653	FBgn0053653	Cadps
FBgn0053914	FBgn0053914	CG33914
FBgn0053969	FBgn0053969	CG33969
FBgn0053970	FBgn0053970	osy
FBgn0053977	FBgn0053977	Dpm3
FBgn0053978	FBgn0053978	CG33978
FBgn0053988	FBgn0053988	Mid1
FBgn0053993	FBgn0053993	CG33993
FBgn0054015	FBgn0054015	CG34015
FBgn0054025	FBgn0054025	CG34025
FBgn0054039	FBgn0054039	CG34039
FBgn0054056	FBgn0054056	CG34056
FBgn0058002	FBgn0058002	ND-AGGG
FBgn0058006	FBgn0058006	CG40006
FBgn0058045	FBgn0058045	CG40045
FBgn0058160	FBgn0058160	CG40160
FBgn0058178	FBgn0287183	l(3)80Fg
FBgn0058191	FBgn0058191	CG40191
FBgn0058263	FBgn0058263	MFS17
FBgn0058469	FBgn0058469	lncRNA:CR40469
FBgn0058470	FBgn0058470	CG40470
FBgn0061198	FBgn0061198	HSPC300
FBgn0061200	FBgn0061200	Nup153
FBgn0061469	FBgn0061469	Ube3a
FBgn0061492	FBgn0061492	loj
FBgn0061515	FBgn0061515	endos
FBgn0062412	FBgn0062412	Ctr1B
FBgn0062413	FBgn0062413	Ctr1A
FBgn0062440	FBgn0062440	EMRE
FBgn0062442	FBgn0062442	Cisd2
FBgn0062449	FBgn0062449	CG13197
FBgn0062928	FBgn0062928	hpRNA:CR33940
FBgn0062978	FBgn0062978	CG31808
FBgn0063368	FBgn0063368	Gpb5
FBgn0063449	FBgn0063449	Uhg2
FBgn0063491	FBgn0063491	GstE9
FBgn0063493	FBgn0063493	GstE7
FBgn0063494	FBgn0063494	GstE6
FBgn0063495	FBgn0063495	GstE5
FBgn0063496	FBgn0063496	GstE4
FBgn0063497	FBgn0063497	GstE3
FBgn0063498	FBgn0063498	GstE2
FBgn0063649	FBgn0063649	CG6006
FBgn0063670	FBgn0063670	CG40228
FBgn0063923	FBgn0063923	Kaz1-ORFB
FBgn0064225	FBgn0064225	RpL5
FBgn0064766	FBgn0064766	CG7600
FBgn0066084	FBgn0066084	RpL41
FBgn0066101	FBgn0066101	LpR1
FBgn0066114	FBgn0066114	GlcAT-I
FBgn0067102	FBgn0067102	GlcT
FBgn0067783	FBgn0067783	DPCoAC
FBgn0067864	FBgn0067864	Patj
FBgn0067905	FBgn0067905	Dso2
FBgn0069242	FBgn0069242	eca
FBgn0069923	FBgn0069923	CG41128
FBgn0069969	FBgn0069969	CG40498
FBgn0069973	FBgn0069973	CG40485
FBgn0082582	FBgn0082582	tmod
FBgn0082585	FBgn0082585	sprt
FBgn0082598	FBgn0082598	akirin
FBgn0082831	FBgn0082831	pps
FBgn0083068	FBgn0083068	CG33947
FBgn0083123	FBgn0083123	Uhg5
FBgn0083124	FBgn0083124	Uhg4
FBgn0083167	FBgn0083167	Neb-cGP
FBgn0083228	FBgn0083228	Frq2
FBgn0083949	FBgn0083949	side-III
FBgn0083950	FBgn0083950	side-VI
FBgn0083953	FBgn0083953	CG34117
FBgn0083956	FBgn0083956	CG34120
FBgn0083961	FBgn0083961	CG34125
FBgn0083962	FBgn0083962	CG34126
FBgn0083963	FBgn0083963	Nlg3
FBgn0083968	FBgn0083968	CG34132
FBgn0083969	FBgn0083969	CG34133
FBgn0083970	FBgn0083970	CG34134
FBgn0083972	FBgn0083972	CG34136
FBgn0083975	FBgn0083975	Nlg4
FBgn0083986	FBgn0083986	CG34150
FBgn0083991	FBgn0083991	CG34155
FBgn0085188	FBgn0085188	CG34159
FBgn0085194	FBgn0085194	CG34165
FBgn0085195	FBgn0085195	CG34166
FBgn0085201	FBgn0085201	CG34172
FBgn0085220	FBgn0085220	Ufm1
FBgn0085229	FBgn0085229	CG34200
FBgn0085244	FBgn0085244	CG34215
FBgn0085256	FBgn0085256	CG34227
FBgn0085257	FBgn0085257	CG34228
FBgn0085261	FBgn0085261	CG34232
FBgn0085271	FBgn0085271	CG34242
FBgn0085279	FBgn0085279	CG34250
FBgn0085294	FBgn0085294	CG34265
FBgn0085334	FBgn0085334	CG34305
FBgn0085354	FBgn0085354	CG34325
FBgn0085359	FBgn0085359	CG34330
FBgn0085360	FBgn0085360	CG34331
FBgn0085369	FBgn0085369	Drgx
FBgn0085370	FBgn0085370	Pde11
FBgn0085376	FBgn0085376	CG34347
FBgn0085380	FBgn0085380	CG34351
FBgn0085382	FBgn0085382	CG34353
FBgn0085383	FBgn0085383	CG34354
FBgn0085384	FBgn0085384	CG34355
FBgn0085385	FBgn0085385	bma
FBgn0085386	FBgn0085386	CG34357
FBgn0085387	FBgn0085387	shakB
FBgn0085390	FBgn0085390	Dgk
FBgn0085391	FBgn0085391	trv
FBgn0085395	FBgn0085395	Shawl
FBgn0085396	FBgn0085396	CG34367
FBgn0085397	FBgn0085397	Fili
FBgn0085399	FBgn0085399	CG34370
FBgn0085400	FBgn0085400	side-V
FBgn0085405	FBgn0085405	CG34376
FBgn0085407	FBgn0085407	Pvf3
FBgn0085408	FBgn0085408	Shrm
FBgn0085409	FBgn0085409	smal
FBgn0085410	FBgn0085410	TrissinR
FBgn0085412	FBgn0085412	kmr
